,prof_id,quality,difficulty,comment
27,868378,4.0,4.0,"Su was an amazing prof.  He worked really hard to make sure students understood the material, and he graded his own exams, instead of having a grader.  He gave partial credit where deserved,and spent most of 4th hour doing WeBWoRK--which helped with the overall grade.  I would say of all the Calc II classes, Su's probably was one of the best ones."
28,868378,3.0,4.0,"Not a very good teacher. Doesn't give you examples with NUMBERS, instead, he'll give you examples with letters and symbols. Very confusing, and the material is hard enough!!!"
29,745506,2.0,4.0,"Professor Michener is a professor in the true meaning of the word. He is cordial, he explains his material well, and he tries - in his way - to be engaging and to keep students' attention in the class. Unfortunately, his class structure and constant clashes with the textbook cause a lot of confusion. Prepare for long studying hours if you take him."
30,745506,4.0,4.0,"Michener is a good lecturer. He takes care not to throw terminology out there without explaining it first, especially when it's related to statistics as many students needed a refresher. He also tries to make the material more interesting, which isn't so easy to do with Econometrics."
31,745506,4.0,3.0,I really enjoyed his class. He is extremely passionate and opinionated about this subject so he can be a bit demanding. But overall he got me interested in a difficult and somewhat dry subject
32,745506,1.0,5.0,"Hardest class I've taken at UVa. Rated the second hardest class at the University. Failed every test, but the curve was very helpful. He has a dry sense of humor, but had a few good jokes here and there! Be ready to be stressed."
33,745506,3.5,3.0,"Michener really loves what he teaches and tries to get the students interested in an otherwise dry subject. Econometrics is not meant to be easy or fun, but Michener makes it a little more tolerable with his stories and applications of the theories. Make sure you give a lot of time to the homework, and you'll do fine."
34,745506,4.5,4.0,"Material is somewhat dry but I actually learned a lot in this class. Grades come from homeworks with groups, midterm, and final which are all pretty reasonable. If you put in the effort, show up to class, and read the handouts, you should really succeed. Not an &quot;easy&quot; class by any means, but definitely manageable and better than the other 372 optio"
35,745506,1.5,5.0,"Worst professor I've ever had at UVA. He rambles on about useless conspiracy theories and shows &quot;funny&quot; youtube videos and clips from Comedy Central. Tests ask specific, meaningless questions that involve memorizing useless acronyms. He assigns random articles and expects you to remember every insignificant detail about them. Avoid him at all cost."
36,745506,2.0,4.0,Boring and monotonous.  Also just seems cold and not very nice.
37,745506,1.0,5.0,"Holy crap, this guy sucks.  He goes way too fast, he rambles, homework has nothing to do with tests or quizzes.  When you ask for help, he doesn't care.  Grading is harsh."
38,745506,3.0,2.0,"a nice old man who wants students to listen to his stories and share his interest in the material. if you can tolerate math or statistics at all you will like his class, and its not as hard as everyone says it is. recommended."
39,745506,1.0,5.0,"No point in going to lectures, the textbook is a far better teacher. I just sat in the library with the textbook for three days and gained more than all the lectures for the course. Homeworks are more like learning how to use the Excel and Minitab than learning any statistics. Take STAT 212, I hear it's better."
40,745506,1.0,5.0,Drop that ****
41,745506,5.0,4.0,"The class is very demanding and very structured. The grading system is very fair. If you have work hard for it, you can get high grade; but you will fail very miserably if you are the lazy type. I enjoy being in the class and the professor does try his best to prepare every lecture. Very intense and condense, but yet in a clear manner."
42,745506,1.5,4.0,"Lectures can be interesting but he'll lecture on the mistakes politicians or NASA make with statistics, the homework is done through Statistics software (Minitab), and the tests are paper & pencil. Essentially SELF-TAUGHT. Be prepared to teach yourself statistics."
43,2301989,4.0,3.0,"In class, she kinda isn't the best. (often elaborates on parts you understand, shows you something but then immediately the answer without giving you a change to think it through. small scribbly handwriting on chalk, etc.) BUT: She is VERY outgoing and very willing to help you out. Has deadlines but will give credit if your willing to work for it."
44,2301989,1.0,4.0,"CS 1113 with professor Asma was a nightmare. This class was filled with many unnecessarily hard homeworks/classworks/tests, she didn't teach us what we needed to complete labs (TA's had to teach us), and she did not know how to lecture. Office hours are helpful and she is knowledgeable/a nice person, just a bad teacher. Extra credit helped a lot."
45,2301989,4.0,3.0,Prof Asma is a really awesome professor once you get to know her. Go to office hours and she will help you with anything. Such a sweet and genuine lady!
46,2301989,2.0,3.0,"AVOID ASMA FOR ENGR 1620! Look, she's nice one-on-one. However, that alone is not enough to make a class. Much more busywork than other 1620 sections with draconian high-school rules: no phones, mandatory attendance, no talking. Yes, she'll dock your grade. Endless group work (not hard, just way too much of it). In the end, frustrating and futile."
47,2728004,5.0,2.0,Professor Tolchinsky is an amazing person. She always looks out for us and praises us even if we are struggling. The homework isnt awful and our essays arent super long (around 1200 words max). She also takes time out of the beginning of class to check in on everyone and if you email her she is extremely respectful
48,368714,5.0,5.0,"Tough class with several hundred pages of reading/week. Tests were exceedingly difficult, but she makes up for it by grading relatively easily on the papers. If you do the readings and participate well in discussion, she will notice and you will reap the benefits. Learned more in this class than in any other class I've taken. Amazing professor."
49,368714,5.0,4.0,"Professor Meyer is without a doubt the greatest history teacher i have had the pleasure to learn under. She is passionate about Roman history and has ingenious ways of igniting that passion in her students. From mock court cases, to the incredibly entertaining &quot;Game&quot; she uses effective pedagogical practices. Could not rate higher."
50,368714,5.0,4.0,"Amazing professor. Meyer is certainly tough - expect 100-200 pages a week and come to class ready to participate (or be glared at). She may seem intimidating at first, but is really accessible and helpful if you ever need to talk. I actually think she's a very fair grader, not to mention a genius and expert in her field. Classes always enlightening"
51,368714,4.5,4.0,"Meyer's a tough prof, but that's what you should expect from UVA. She knows her stuff and is really passionate. I found her lectures clear and her discussions enlightening. Get ready to read and participate."
52,368714,2.0,5.0,"Prof Meyer has inspired me, or at least inspired me to warn all students that come to her class that its ridiculous. HIEU 3041 was terrible. Her tests are a test of endurance versus knowledge and she is more picky on papers than any prof I've ever had. Lastly she is also the least helpful prof I've had, I always felt like an annoyance."
53,368714,4.5,4.0,"LOVED!!! Professor Meyer is an absolutely fabulous lecturer and the material was fascinating. She loves what she teaches and she makes everyone else love it too.  That being said, you will work your tail off. If you love learning ancient history and are up for a challenge, this is the class for you. One of the best professors at UVA"
54,368714,4.5,3.0,"Prof. Meyer is so passionate about her subject matter and likes to have fun with it! She is demanding and expects her students to put in the work so don't take this class if you are looking for a slacker class. She is amazingly helpful if you go to her office hours, she loves it when you come and ask her questions!! I loved this class!"
55,368714,3.0,4.0,"Professor Meyer is a nice person, and enjoyes what she is doing, but she is probably one of the worst teachers I've had at UVA.  Her tests are hard, but not so you will learn.  She likes to ask very obscure questions to try to stump you.  Anyone can draw up a hard test, it doesn't mean you are a good teacher.  Nice person, poor teacher."
56,368714,5.0,5.0,"Professor Meyer is a great professor and runs a great class. There is a decent amount of reading, and tests are hard, but you learn a lot. She is always available for help outside of class. Definitely worth the while."
57,368714,3.0,5.0,"The teacher is very knowledgeable of the subject. If you are incredibly dedicated to the class, you can succeed. Although, there is a gargantuan (understatement) amount of reading material and information you will be expected to retain. The time put into this class is not worth the 3 credits. This is not a class to be taken lightly."
58,368714,4.5,4.0,"Professor Meyer is an absolutely incredible lecturer!!! That being said, wimps and slackers should avoid this class. If you are willing to work, Professor Meyer can teach you hordes about how Rome worked and about the various influences that contributed to its fall. Try her class if you want a challenge. A's are not impossible."
59,368714,5.0,5.0,"Excellent Lecturer, always interesting, well organized, difficult, but she always lets you know what she expects"
60,368714,2.5,5.0,meyer seemed disinterested in her students. t.a. bauer was unimpressive.  too much BORING reading for a three credit classe. final felt more like an endurance test than an exam.
61,368714,1.0,5.0,"this class and professor made me go from loving Rome and it's history to hating it more than anything. have mercy on yourself and do not take anything by meyer, unless you want to work work work and be unsatisfied. i literally get the chills when i see anything that reminds me of the semester i took this awful class"
62,368714,1.0,5.0,"This teacher/class is HORRIBLE. DO NOT TAKE IT. I AM WARNING YOU. i hate this class more than i've ever hated anything, and i was INTERSTED in Rome beforehand. teacher is WAY to bad"
63,368714,4.5,4.0,"Very good lecturer who holds my attention with a narrative approach to history. Keeps us late most classes which is inconvienent if you have a class right afterwards. Expects a ton of reading and tests require lots of writing in 50 minutes, but questions are managable"
64,368714,5.0,3.0,Lots of reading but interesting readings and very clearly taught and good lecturer.
65,368714,4.5,5.0,The course load was EXTREMELY demanding but lectures were very clear.  Overall I got alot out of the class.  However I would not recommend it to those who do not have alot of time to commit.
66,368714,1.0,5.0,No Comments
67,368714,5.0,4.0,"A Meyer class isn't easy, but it's fun if you put in the effort. Prof. Meyer will make you earn that grade and if you have any inkling of interest in Rome, you will come out of it all very satisfied in the end. But her classes are very difficult, and if you just want an easy grade, go elsewhere. HIEU 204 experience largely dependent on the TA."
68,368714,1.5,5.0,"Unless you read Livy for fun, you are making a huge mistake in taking this."
69,368714,2.0,4.0,Wouldn't wish this class on my worst enemy.  Tests inherently unfair in nature (i.e. midterm consisted of 10 IDs of a pool of 160 possible); lectures mind-numbingly boring; TAs horrible.  I have absolutely nothing good to say about this class.
70,368714,2.0,5.0,"The workload for this class is so intense, so many IDs, pop quizzes make this an utter nightmare, and the worst part is that you don't even learn that much compared to &quot;easier&quot; classes...find something else to take if you are smart."
71,368714,4.0,5.0,"Over-rated...She has basically memorized all of her lectures, but they are not particuarly interesting unless you are already familiar with the subject. Heavy, soul-crushing reading (except for Suetonius) and pop quizzes make for a difficult experience."
72,368714,4.0,4.0,"She is a great professor. I'm not going to lie; it is a tough course and you need to work for your grade. The mid-term was hard. Grades are midterm, final, and 7 page paper (two to choose from-one EC) A lot of reading, but if you keep up with it, it isn't too bad.  Great lecturer. Happy I took it."
73,368714,4.0,5.0,Lectures were easy to follow and Meyer seemed very interested and enthusiastic about the subject.  Lots and lots of reading made the class pretty hard though.
74,368714,4.5,3.0,"Ms. Meyer is an cool professor. Her lectures are interesting and if you somewhat enjoy the material, you'll stay awake. Usual grading is MIDTERM, FINAL and a 7 page paper (2 for extra credit). Tough, but fair. A little effort will get you atleast a B+. I recommend 204 over 203, TAs are better."
75,368714,4.5,3.0,"Meyer is really interesting--a great lecturer.  Her tests are tough but fair.  There's no curve, so don't expect any breaks.  Lots of reading, but worth it if you like history."
76,1777748,5.0,2.0,"CELESTE IS MY WORLD! She's sassy, brillant, and full of poetic expertise. You will not only grow as a poet but as a person! this seminar of 15 people became my favorite one I've ever taken at UVA, and I came into it actually hating poetry. You learn so much, and you won't regret your decision. Say yes to Celeste."
77,1777748,5.0,2.0,Celeste is an incredibly smart teacher and very helpful both in and out of class. She made the whole class comfortable with each other during workshop. This class was a positive experience especially thanks to Celeste. She is wonderful.
78,1777748,5.0,2.0,Best class ever!!!! Celeste is awesome! You are missing out if you don't take this class!
79,1777748,5.0,2.0,Best class taken so far at UVa! Celeste's got it all. Disclaimer: don't take the class if you don't have a sense of humor--it would go wasted on you.
80,1777748,5.0,2.0,"You'll finally find out what poetry is. Celeste is an amazing person who makes everyone in class feel like they belong there. If you lack depth, humor, or sassiness in life, DEFINITELY take this class. If you don't, couldn't you use more anyway?"
81,1777748,5.0,1.0,"LOVED LOVED LOVED this class. If I could take it again, I would. Celeste is such an amazing teacher, and she's always available for help. If you love witty, sassy, hilarious, and funny comments - take a class that Celeste teaches."
82,1777748,5.0,2.0,Celeste is amazing! She always makes herself available for extra help and is really invested in her students' work. Highly recommend.
83,147545,3.0,1.0,Technosonics is a farce. I can't even attempt to take this class seriously. Burtner Alternates between playing random noises and saying the word &quot;oscillator&quot; with various mispronounced computer science terms. But it's an easy A.
84,147545,4.0,1.0,"Ecoacoustics was a really awesome class. You have to approach it with an open mind and you are exposed to some really interesting music. Professor Burtner is an expert and he's definitely passionate about the subject. Not the hardest class you'll take, but highly recommended."
85,147545,5.0,2.0,"Don't know what the guy below is talking about with this class.  It was a great class that really broadens your horizons.  Some parts are a little strange, but you learn to appreciate strange music.  Fairly easy and really fun."
86,147545,5.0,3.0,the class of a lifetime
87,147545,4.0,1.0,"not the class of a lifetime, unless you're going to grow up to be a digital composer or something. very boring, kind of pointless, and learning how to use music software is cool and fun but the class sucks, and discussions are worse becasue you have to do readings that really suck. the only true easy-A i've had at UVA, though, so that's notable."
88,147545,5.0,3.0,The class of a lifetime
89,1024107,4.5,3.0,I'm not a math person at all.  I found the class really hard at times but I also went to office hours almost every week.  I found Jason to be very helpful during office hours and I grasped the material better after talking to him.  The first day of the class I panicked because I didn't understand anything but I ended up with an A-.
90,1024107,3.0,4.0,"bad teaching.... not helpful at all, its a teach it yourself class."
91,1024107,3.5,2.0,"Though the lectures can be a little boring, he teaches the subject well.  Plus he curves the tests so the class is pretty easy."
92,1024107,2.5,4.0,"I regret that I didn't switch out of this class. I mean, I took the class in high school, but he just made the simplest things so hard to understand. He seems so bored and his voice will send you to sleep. I kept getting more and more confused the longer I was in there. I really feel sorry for anyone who hasn't had prior experience with the subject"
93,1024107,1.5,2.0,"lectures are mind-numbing and will have you looking at your watch every five minutes.  EXTREMELY rigid in teaching - basically no class engagement whatsoever, and a ton of time spent on &quot;proofs&quot; of simple concepts rather than working through useful examples.  dry and tedious.  webwork is a pain.  however, it's an easy A if you go to class and study"
94,1024107,1.0,3.0,His lessons are all crammed together in a hour and fifteen minute class. It's so fast-paced that you never really fully understand anything. He depends immensly on the book and is not at all flexible. And the absolute worst part is that his voice always cracks and gets pitchy.
95,1024118,4.5,2.0,"Turker is a great teacher. He really knew the material he was teaching. He gives a lot of effort to help us understand the material; he always answers questions after class and in office hours. He promptly replies to e-mails when questions are asked that way. His grading system is so fair. Although he speaks quietly, you can understand him."
96,1024118,4.0,2.0,"Turker Ozsari is one of the best teachers I have had at UVA. His teaching methods are extremely effective and easy to follow, confirming his grasp of the material. He shows genuine interest in both the topics he teaches along with the well-being of his students. Ozsari makes himself exceptionally available to his students, especially by scheduling "
97,1024118,1.0,4.0,"Horrible teacher.  I completely disagree with anyone who said he is a great teacher.  He may be smart, but when it comes to explaining how to do things he is awful.  He is a fair grader and gives a lot of partial credit.  If you decide to take his class make sure you sit in front because he talks very quietly and writes very small."
98,1024118,5.0,1.0,He's a Genius
99,1024118,5.0,4.0,"great teacher, extremely intelligent and determined that everyone in the class will finish this course with the full understanding of the material. always there for his students. thank you, you have made my semester successful!!!"
100,1024118,4.5,1.0,"He is seriously the BEST teacher I have ever had at UVa! I had no interest in calculus at all when first entering the course,but his willingness to help and all his bonus opportunities made it worthwhile. And his grading system is awesome! Even if you do not do well on the test, there is still opportunities to make an A or B. HANDS DOWN the best!"
101,1024118,5.0,1.0,"turker is the guy who taught me how to bridge the probability, algebraic geometry and representation theory and I got the fields medal two years ago with his amazing help especially in his office hours."
102,1024118,5.0,1.0,"Turker has the fairest grading system I've ever seen in a class.  He also gives lots of incentives to study more and succeed better.  You'll get a lot of bonus point in his class if you give some extra effort, so you'll end up with an A even if your exams are not so good."
103,1024118,5.0,2.0,"Turker is an exceptionally brilliant and amazing guy, have never seen him coming to class with lecture notes, a chalk is enough for him to teach."
104,1024118,5.0,3.0,"I feel very lucky to take calc class from mr. ozsari.  his main contribution was to provide the motivation and intuition behind the material we were learning, so everything made much more sense when i read the material after lectures.  he was also very helpful with infinitely many office hours, i was able to meet with him whenever i had question ma"
105,1024118,2.0,3.0,I did not enjoy this math class at all (and I am capable of truly enjoying math).  I basically ended up teaching myself everything from the book.  His lectures are incoherent.
106,1024118,1.5,4.0,No Comments
107,1024118,1.0,5.0,He's a nice guy but his teaching methods are both ineffective and incomprehensible.
108,925821,5.0,2.0,I loved Professor Seidel. She is such a kind person and her advice about outlook and mindset were really transformational for my classes going forward. Her office hours were easily accessible. Quizzes were worth 60% but werent too difficult.
109,925821,4.0,2.0,"Dean Seidel is an amazing person. She genuinely cares about her students' well-being and how we are absorbing the information. After each unit theres a paper we have to write to make sure we understand the concepts. Each unit last for about 2 weeks. Her lectures can be all over the place, so its important to pay attention, and go to office hours"
110,925821,1.0,5.0,Roundabout lectures and vague instructions.  Would not recommend at all.
111,925821,2.5,4.0,"I would not recommend this class to anyone that does not have any interest in the topic. The professor is a really nice quirky lady however, it can sometimes be overwhelming. She teaches big concepts which are easy to understand after you get the hang of it. The lectures tend to be disorganized."
112,925821,1.0,3.0,"She is disorganized and has a vague way of rambling through her lectures, jumping from topic to topic. I did not appreciate her ""quirkiness."""
113,925821,4.5,3.0,"Once you learn her teaching style, this class is great! At first I didn't understand her ""conceptual"" teaching method, but I quickly picked it up. She and her course materials are accessible to ensure that you learn and succeed. Seidel cares so much about students. Take the class, go to the class, and love the class!"
114,925821,5.0,1.0,"Professor Seidel is awesome. She's very nice and inviting. Ask questions if you need to. Material is easy. I didn't have to touch my book at all, and I haven't once. The book is a good reference if you need to go over something you don't understand. Again, ask her questions if you need to. This class is lecture-based. Go to class!"
115,925821,4.5,2.0,"Don't let the class freak you out at the beginning, it actually turned out to be quite easy. Although most of the information is the same as in AP/IB bio classes, Professor Seidel makes you learn the larger concepts and apply them rather than the minute details. She is very quirky, but definitely wants all her students to succeed."
116,925821,4.0,4.0,"She's one of those few professors that truly care about her students. Dean Seidel has a quirky, funny personality, and is always willing to help. She remembers your name once you go to her office hours enough too! Class is difficult; she emphasizes understanding and asks you quiz/test questions in her own way. Phenomenal human being. Received a B."
117,925821,5.0,3.0,"Awesome prof, she genuinely loves biology and it shows in her ability to teach. She cares about her students and is very approachable if you have a problem. Tests are fair and allow for application of knowledge rather than repeating memorized facts. Definitely recommend."
118,925821,4.5,4.0,She is an incredible teacher. Not only will she know every students' name but she truly wants them to succeed.  She goes out of her way to make sure that her students are not just memorizing but actually understanding and enjoying the material that she is presenting.  Having her has been an incredible blessing as I am now more prepared for A&P.
119,925821,5.0,4.0,"I can say that this was the best class I've ever taken. Seidel is  so enthusiastic about what she teaches and it makes you want to learn. It was a bit hard to adjust to, but it really helps you learn to think. She really cares about her students, as well. =)"
120,925821,5.0,4.0,"awesome, awesome, awesome. By maybe the 2nd week she knew everyone's names (56 people).  So passionate and gets really excited when students are excited. Likes to jump up and down to prove a point : )  So interesting and learned much more from her than I had in 4 Bio/ Anatomy classes combined."
121,925821,3.5,3.0,"Seidel is insane in a good way.  I have heard it said that she is like Miss Frizzle from the Magic School Bus, and I agree. Sometimes her lectures are too disorganized to follow effectively, but parts of her lectures help you understand and remember the material. She cares a lot about her students and the material is interesting."
122,925821,3.5,5.0,Professor Seidel is a very passionate teacher. She also cares very much about each and every student. I met her for one on one help every week and she was always glad to extend that extra little bit of assistance. Overall class was very hard. You won't pass without reading the book. Her tests are extremely difficult and hard to understand.
123,925821,3.0,3.0,"Enthusiastic. Stresses the APPLICATION of bigger concepts, instead of memorization. Provides study guides and offers review sessions prior to quizzes. Would recommend referencing textbook for more detailed information she skips in class."
124,925821,4.5,3.0,"Ms. Seidel was a very enthusiastic and energetic professor. She was always available for any questions that you had. Her tests are slightly harder as they tend to be VERY wordy. However, overall it gives a good overview of the human body and common diseases (not into the nitty gritty, always the &quot;big picture&quot;).  I recommend it."
125,925821,4.0,3.0,"Remind one of Miss Frizzle from the magic school bus, and is just as enthusiastic.  She is more than willing to aid anyone outside of the classroom. Likes to point out the athletes in the class. :) The quizzes are a bit out there. She intorduces new concepts on the tests (quizzes) that you have to really think about and &quot;think outside the box.&quot;"
126,925821,4.5,4.0,"Sandra Seidel is an amazing professor.  Her lectures are always very enthusiastic and very difficult to sleep through.  As said previously, attendance is a huge factor in your grade.  The first quiz seems to be really difficult but once you can see the style of her tests improvement follows.  A very useful class geared to application problems."
127,925821,4.5,4.0,"This class is not an easy A, you have 3 &quot;pop&quot; quizzes that she tells you about before hand and 3 &quot;quizzes&quot; that are really tests.  If you read the book and attend lecture (which is mandatory and verified by daily notecards) you should do well.  She is a very engaging teacher and always willing to talk to you if you don't understand."
128,925821,5.0,1.0,"Okay, I never had her as a professor, but i did have her as a dean.  She is, without a doubt, the BEST administrator i have ever had the pleasure of confronting (my grades weren't so great--she did not give up on me as many other &quot;advisors&quot; have. &quot;not college material&quot;, my ass.).  She truly cares about students."
129,925821,1.0,5.0,lectures are disorganized and impossible to understand.
130,925821,4.0,4.0,She is so knowledgeable of the subject. Biology is her passion and she does anything to get students interested and to make them understand the material. It requires reading (if you choose to do it) but reading the book helps. She goes over the material pretty thoroughly. You may find her kind of crazy but you'll never get bored in the class.
131,925821,5.0,2.0,"She is really passionate about the subject, and this is one of the most useful classes I have taken.  Reading the book before tests and quizzes helped a lot; her questions are sometimes vague, but there are a lot of grades in the class, so messing up on something won't totally ruin your grade.  She is also extremely quirky and knows everyone's name"
132,925821,5.0,3.0,"Awesome professor!  Cares about students, takes time to use various media to make lecture interesting and helpful to all types of learners.  Always available to help students.  visit her office often even if you are doing well.  She helps you think about things in a different way.  approachable.  quirky. makes you interested in the topic"
133,925821,4.0,4.0,"Ok she is really cool and can make the lecture fun.  But beware, she is slightly weird and her tests and quizzes can come from anything!  Do all the reading and know everything because she can ask the most specific, random question, or be really broad.  The material isn't hard, it's just tricky to figure out what she's going to quiz you about."
134,925821,4.5,3.0,"She makes class so much fun! She's really passionate about biology, which makes the rest of the class really excited about it."
135,925821,5.0,2.0,"This class was fabulous! Lectures were always so engaging, she knows EVERY STUDENT'S name (even though it's a class of 120 or so), and the material is so interesting.  Hardly ever any homework outside of tests and quizzes, which aren't that bad.  I loved this class!"
136,925821,5.0,2.0,"Seidel is a really passionate about teaching, and about the material. She's really friendly and makes an effort to get to know every student, if they are willing to let her. She is easily approachable and always willing to help. Lectures are very clear and easy to understand, and test are very straightforward critical thinking questions."
137,2326655,5.0,2.0,"This class was clearly not made well for the online format, but I could tell how much Profe Romero cared about the class she was teaching. I wish I could have taken this class in person, and I strongly recommend doing so - great professor!"
138,2326655,5.0,3.0,I took spanish 2020 with profe romero and i loved her class!! shes extremely helpful and kind and has the best interests of her students in mind. would highly recommend choosing her class as she makes it very clear that shes there to help you succeed and cares more about your understanding than a grade.
139,737410,5.0,3.0,"chill professor- cares about students, knows markets well"
140,737410,3.5,3.0,"He gives you the slides so you don't have to take many notes, but attendence is mandatory. One midterm and one final, both take a ridiculously long time.  Overall, not a terrible class but you definitely need to study for the exams."
141,737410,4.0,3.0,I think he teaches the fundametal stuff very clearly.
142,737410,1.0,5.0,"Not very helpful or understanding. Tests are unreasonably difficult, and he's not very approachable."
143,737410,2.0,4.0,This class was HARD but it's required so you're stuck. It was a 7 week class so everything was very rushed. He's not the best at explaining things but if you work hard and show him that you're committed you can do well.
144,2744471,2.0,1.0,"She is very friendly and nice, but she doesn't know how to teach. She went over important concepts really quickly without giving an example and spend lots of time on meaningless things. She rarely replies to your emails, too. I do not recommend taking her classes unless it's CS1110 because the class is easy and you can learn it without her. "
145,2744471,1.0,3.0,"This professor was horrendous. Be ready to sit through her classes, as she flies through a hundred slides in twenty minutes while you learn nothing. All of my learning happened outside of class through the assignments. Professor Morrison merely read off of slides, and never made an attempt to explain any of the core concepts in depth."
146,385187,3.0,5.0,This class is a hit or miss you could get an A or a C by doing the same amount of work so honestly just ball out and take your chances the lab reports and then go off on the final.
147,385187,1.0,5.0,"Undoubtedly absolutely brilliant and an equally terrible professor. The entire grade is the final, and that final is the most ridiculous test I've ever taken. Doing well in this class requires ignoring all other work and solely working on this class."
